cluster,mean,rate,variance,n_neurons
0,-0.021178141,0.009609625668449197,0.00035305356,187
1,0.24218321,0.7943076923076924,0.024564577,13
2,0.168067,0.8376785714285714,0.0024326663,28
3,-0.278883,0.0,0.0031382549,28
