cluster,mean,rate,variance,n_neurons
0,-0.040861905,0.013471698113207546,0.0008733186,424
1,-0.06399094,0.3633333333333333,0.18283255,3
2,0.18940167,0.8497142857142858,0.0074917595,42
3,-0.26468882,0.002813953488372093,0.0074965474,43
