class_id,class_name,method,filtered_sparsity_mean,filtered_sparsity_std,filtered_faithfulness_mean,filtered_faithfulness_std,baseline_sparsity_mean,baseline_sparsity_std,baseline_faithfulness_mean,baseline_faithfulness_std,mean_diff
256,Newfoundland,ig,0.5288884460034013,0.0586249998802979,0.4317004926245863,0.2870046949760932,0.5218176020408163,0.058110649696054,0.4448578056320912,0.3174615481931165,0.0131573130075048
256,Newfoundland,saliency,0.4647839604591837,0.034432812468671,0.4476871132483574,0.3210963480507797,0.4497102200255102,0.0370782259233496,0.413111903584213,0.3483624821212379,-0.0345752096641444
257,Great_Pyrenees,ig,0.5407807185374149,0.0469497361683257,0.5936640355983763,0.2733725250414656,0.527578125,0.0420068549167132,0.6133590257960896,0.2789236786280011,0.0196949901977131
257,Great_Pyrenees,saliency,0.4536801126700681,0.0305949269009769,0.6267267829907359,0.2407485661706852,0.4358613679846939,0.0263248840648209,0.6159841581753426,0.2667168186067548,-0.0107426248153933
258,Samoyed,ig,0.5343695525085034,0.0527490885472978,0.6761627160158241,0.2950020431075681,0.5315392485119047,0.0536544808027398,0.5953047207649798,0.2989502642830637,-0.0808579952508444
258,Samoyed,saliency,0.4561362670068027,0.0367499746707673,0.6454306673948303,0.3158121369451949,0.4428147587159864,0.0378878078829032,0.5647515917685815,0.3167689287818174,-0.0806790756262489
259,Pomeranian,ig,0.5252754304846938,0.0326378280387002,0.5037617522617802,0.3031380548552595,0.514731212797619,0.0332896873844857,0.4492689227405935,0.3216108515857689,-0.0544928295211866
259,Pomeranian,saliency,0.439672087585034,0.0255971603111447,0.4714511013601441,0.3459739573889369,0.4241094015731292,0.0261764761801415,0.4052220467803999,0.3503377139814992,-0.0662290545797441
260,chow,ig,0.5215659545068028,0.0338577436307567,0.3156761816539801,0.3539732249146721,0.509735331632653,0.0360756590631204,0.3014120347204152,0.3648791948395573,-0.0142641469335649
260,chow,saliency,0.4349344972363946,0.0174589685599846,0.2461572630587034,0.349598717077324,0.4193546715561224,0.0241299689153672,0.2073661057825666,0.3381785763480215,-0.0387911572761368
261,keeshond,ig,0.5338400829081633,0.0372471910116275,0.6473261221083522,0.3018415599521029,0.5157455091411566,0.0327824288115837,0.6189633784076431,0.3337283862046914,-0.0283627437007089
261,keeshond,saliency,0.4557525510204082,0.0294583289026723,0.5680294485608465,0.3409963608603182,0.4265235703656462,0.0251192603668592,0.5191162119506043,0.3381635786491204,-0.0489132366102421
262,Brabancon_griffon,ig,0.5224998671343538,0.0444292557387953,0.70909953707378,0.2931146944183314,0.5122939253826532,0.0405149711199049,0.6854374585286132,0.3127687831364811,-0.0236620785451668
262,Brabancon_griffon,saliency,0.4505552455357143,0.0297977037709247,0.7403741042348702,0.2709948637505914,0.4344361181972789,0.0292843649717307,0.6299618098323116,0.3194283593071374,-0.1104122944025584
263,Pembroke,ig,0.5227992134353742,0.0439826731177402,0.613026835621713,0.2483107461882546,0.5098873299319727,0.0398966179963038,0.5605203745113977,0.2683435006372943,-0.0525064611103152
263,Pembroke,saliency,0.4443924053996598,0.0230550878770993,0.4973112425643922,0.2619952279719413,0.4276458864795919,0.025474873769276,0.4211088878918963,0.2792522832501408,-0.0762023546724958
264,Cardigan,ig,0.5344761107568027,0.0522756692955774,0.4734686463808975,0.2780373662655155,0.5230539168792517,0.0460741176852071,0.497317628476303,0.3115285862519618,0.0238489820954055
264,Cardigan,saliency,0.4459979538690476,0.029026724834119,0.4163823888145634,0.2901257599250186,0.4297252338435375,0.028748592335363,0.3765771833322651,0.2817210094479469,-0.0398052054822983
265,toy_poodle,ig,0.5304613095238095,0.0536421114629334,0.5528339617167876,0.1976977090700591,0.5176340614370749,0.0531870112588517,0.5133287044435383,0.2303826011706184,-0.0395052572732493
